field_1,kraftwerksnummer_bundesnetzagentur,unternehmen,kraftwerksname,plz_standort_kraftwerk,ort_standort_kraftwerk,stra_e_und_hausnummer_standort_kraftwerk,bundesland,blockname,aufnahme_der_kommerziellen_stromerzeugung_der_derzeit_in_betrie,kraftwerksstatus_in_betrieb_vorlaufig_stillgelegt_saisonale_k,energietrager,spezifizierung_mehrere_energietrager_und_sonstige_energietrag,spezifizierung_mehrere_energietrager___zusatz__ersatzbrennst,auswertungenergietrager_zuordnung_zu_einem_hauptenergietrage,vergutungsfahig_nach_eeg_ja_nein,warmeauskopplung_kwk_ja_nein,netto_nennleistung_elektrische_wirkleistung_in_mw,bezeichnung_verknupfungspunkt_schaltanlage_mit_dem_stromnetz,netz__oder_umspannebene_des_anschlusses_in_kv,name_stromnetzbetreiber,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,BNA0020,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,73776,Altbach,Industriestraße 11,Baden-Württemberg,ALT HKW 1,1985,in Betrieb,Steinkohle,,,Steinkohle,Nein,Ja,433,Altbach,380,Transnet BW GmbH,0101000020E6100000355EBA490CC2224014AE47E17A5C4840,23,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0019,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,73776,Altbach,Industriestraße 11,Baden-Württemberg,ALT HKW 2 (DT Solobetrieb),1997,in Betrieb,Steinkohle,,,Steinkohle,Nein,Ja,336,Altbach,380,Transnet BW GmbH,0101000020E6100000355EBA490CC2224014AE47E17A5C4840,22,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0018,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,73776,Altbach,Industriestraße 11,Baden-Württemberg,ALT GT C,1975,in Betrieb,Mehrere Energieträger,Erdgas,Mineralölprodukte,Erdgas,Nein,Nein,81,Altbach,110,Netze BW GmbH,0101000020E6100000355EBA490CC2224014AE47E17A5C4840,21,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0017,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,73776,Altbach,Industriestraße 11,Baden-Württemberg,ALT GT B,1973,in Betrieb,Mehrere Energieträger,Erdgas,Mineralölprodukte,Erdgas,Nein,Nein,57,Altbach,110,Netze BW GmbH,0101000020E6100000355EBA490CC2224014AE47E17A5C4840,20,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0016,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,73776,Altbach,Industriestraße 11,Baden-Württemberg,ALT GT A (Solo),1971,in Betrieb,Mehrere Energieträger,Erdgas,Mineralölprodukte,Erdgas,Nein,Nein,50,Altbach,110,Netze BW GmbH,0101000020E6100000355EBA490CC2224014AE47E17A5C4840,19,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0015,EnBW Energie Baden-Württemberg AG,Heizkraftwerk Altbach/Deizisau,73776,Altbach,Industriestraße 11,Baden-Württemberg,ALT GT E (solo),1997,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,65,Altbach,110,Netze BW GmbH,0101000020E6100000355EBA490CC2224014AE47E17A5C4840,18,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0827,Loccumer Windparksbetriebsgesellschaft mbH,Windpark Loccum/Wasserstraße,31547,Loccum,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,13.8,,20,Avacon AG,0101000020E610000009F9A067B34A2240C3D32B65193A4A40,775,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0512,Windpark Kall GmbH & Co WPKA KG,,53925,Kall,,Nordrhein-Westfalen,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,HS/MS,Westnetz GmbH,0101000020E6100000B81E85EB51381A4088F4DBD781434940,471,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0299,WP Halenbeck GmbH & Co. KG,,16918,Freyenstein,,Brandenburg,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16,,HöS/HS,50Hertz Transmission GmbH,0101000020E61000003333333333B32840787AA52C43A44A40,296,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0199,RWE Generation SE,Dormagen,41539,Dormagen,,Nordrhein-Westfalen,GuD,2000,in Betrieb,Mehrere Energieträger,Erdgas,Öl,Erdgas,Nein,Ja,586.3,Bayerwerk / Dormagen,110,Westnetz GmbH,0101000020E61000005C8FC2F5285C1B40CEAACFD5568C4940,186,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0342,,,39307,Genthin,,Sachsen-Anhalt,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.7,,MS,Avacon AG,0101000020E61000005BB1BFEC9E5C28408195438B6C2F4A40,321,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0341,,,39307,Genthin,,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,15,,MS,Avacon AG,0101000020E61000005BB1BFEC9E5C28408195438B6C2F4A40,320,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0340,,,39307,Genthin,,Sachsen-Anhalt,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16,,HS,HSN Magdeburg GmbH,0101000020E61000005BB1BFEC9E5C28408195438B6C2F4A40,319,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0877f,Windpark GmbH & Co. Schinne II KG,WP Schinne II,39579,Schinne,,Sachsen-Anhalt,,2008,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10,,110,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,822,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0877e,Windpark GmbH & Co. Schinne V KG,WP Schinne V,39579,Schinne,,Sachsen-Anhalt,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10,,110,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,821,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0877c,Windpark GmbH & Co. Schinne IV KG,WP Schinne IV,39579,Schinne,,Sachsen-Anhalt,,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10,,110,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,819,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0877b,Windpark GmbH & Co. Schinne I KG,WP Schinne I,39579,Schinne,,Sachsen-Anhalt,,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10,,110,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,818,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0877a,,,39579,Schinne,,Sachsen-Anhalt,,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,4,,HS,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,817,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0877d,Windpark GmbH & Co. Schinne III KG,WP Schinne III,39579,Schinne,,Sachsen-Anhalt,,2008,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10,,110,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,820,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0837,,,39579,Rochau,,Sachsen-Anhalt,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,28,,HS,HSN Magdeburg GmbH,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,783,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0506,Windpark Jever GbR,,26441,Jever,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,MS,EWE NETZ GmbH,0101000020E61000001E166A4DF38E1F4062A1D634EFC84A40,463,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0038,,,39393,Ausleben,,Sachsen-Anhalt,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,MS,Avacon AG,0101000020E61000004850FC1873F72540DFE00B93A90A4A40,39,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0037,,,39393,Ausleben,,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,MS,Avacon AG,0101000020E61000004850FC1873F72540DFE00B93A90A4A40,38,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0036,,,39393,Ausleben,,Sachsen-Anhalt,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,15.9,,MS,Avacon AG,0101000020E61000004850FC1873F72540DFE00B93A90A4A40,37,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0607,Kernkraftwerke Lippe-Ems GmbH (KLE),Kernkraftwerk Emsland,49811,Lingen,,Niedersachsen,KKE,1988,in Betrieb,Kernenergie,,,Kernenergie,Nein,Nein,1329,Hanekenfähr,380,Amprion GmbH,0101000020E6100000A3923A014D441D40EEEBC03923424A40,565,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0606,RWE Generation SE,Emsland,49811,Lingen,,Niedersachsen,D,2010,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,887,Hanekenfähr,380,Amprion GmbH,0101000020E6100000A3923A014D441D40EEEBC03923424A40,564,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0603,RWE Generation SE,Emsland,49811,Lingen,,Niedersachsen,B1,2011,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,116,Hanekenfähr,110,Westnetz GmbH,0101000020E6100000A3923A014D441D40EEEBC03923424A40,561,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0602,RWE Generation SE,Emsland,49811,Lingen,,Niedersachsen,C1,2011,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,116,Hanekenfähr,110,Westnetz GmbH,0101000020E6100000A3923A014D441D40EEEBC03923424A40,560,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0604,RWE Generation SE,Emsland,49811,Lingen,,Niedersachsen,B2,1973,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,359,Hanekenfähr,220,Amprion GmbH,0101000020E6100000A3923A014D441D40EEEBC03923424A40,562,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0605,RWE Generation SE,Emsland,49811,Lingen,,Niedersachsen,C2,1974,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,359,Hanekenfähr,220,Amprion GmbH,0101000020E6100000A3923A014D441D40EEEBC03923424A40,563,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0904,,,24969,Sillerup,,Schleswig-Holstein,,1995,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14.57,,MS,Schleswig-Holstein Netz AG ,0101000020E610000066666666666622409A99999999594B40,861,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0232c,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,89584,Ehingen,Kessel 6 - Turbine 4,Baden-Württemberg,,1976,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,4,,6,Netze BW GmbH,0101000020E6100000000000000060234086C954C1A8244840,221,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0232b,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,89584,Ehingen,Kessel 4 - Turbine 3,Baden-Württemberg,,1961,in Betrieb,Mehrere Energieträger,Biomasse,Erdgas ,Biomasse,Nein,Ja,8,,6,Netze BW GmbH,0101000020E6100000000000000060234086C954C1A8244840,220,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0232a,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,89584,Ehingen,Kessel 5 - Turbine 5,Baden-Württemberg,,1990,in Betrieb,Mehrere Energieträger,Biomasse,Erdgas (Stützfeuerung),Biomasse,Ja,Ja,13.212,,20,Netze BW GmbH,0101000020E6100000000000000060234086C954C1A8244840,219,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0054,RWE Innogy GmbH,RWE Innogy Brise Windparkbetriebsgesellschaft mbH,27383,Bartelsdorf,,Niedersachsen,Bartelsdorf,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,32,UW Rotenburg,20,EWE NETZ GmbH,0101000020E6100000A301BC0512F42240DB8AFD65F7944A40,54,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0073,Vattenfall Europe Wärme AG,Mitte,10179,Berlin,Köpenicker Straße 60,Berlin,GuD Mitte,1996,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,444,Mitte,110,Stromnetz Berlin GmbH,0101000020E61000009B559FABADD82A40E09C11A5BD414A40,68,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0571,Windpark Lahstedt ApS & Co. OHG,,31246,Lahstedt,,Niedersachsen,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,MS,Avacon AG,0101000020E61000001E166A4DF36E24400000000000204A40,530,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0492,RAG Anthrazit Ibbenbüren GmbH,RAG Anthrazit Ibbenbüren GmbH,49477,Ibbenbüren,,Nordrhein-Westfalen,EVA,1985,in Betrieb,Grubengas,Grubengas,Heizöl EL,Grubengas,Ja,Ja,33.4,110kV-Anlage Bergwerk,110,Westnetz GmbH,0101000020E6100000B4C876BE9FDA1E4045D8F0F44A214A40,450,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0322,Windpark Breberen GmbH & Co. KG,,52538,Gangelt ,,Nordrhein-Westfalen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,18,,HS/MS,Westnetz GmbH,0101000020E61000001361C3D32BA51740A9A44E4013814940,306,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0529,Innwerk AG,Braunau-Simbach,84375,Kirchdorf,Ach 6,Bayern,Braunau-Simbach,1953,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,50,Schaltanlage vor Ort,110,APG/Bayernwerk AG,0101000020E61000004850FC1873F729400000000000204840,486,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0692,Pfleiderer Neumarkt GmbH,KWK Neumarkt,92318,Neumarkt i.d. Oberpfalz,Dreichlinger Str. 76,Bayern,,1997,in Betrieb,Biomasse,Altholz A1-A4,,Biomasse,Ja,Ja,15.6,Übergabe KWK,10,Stadtwerke Neumarkt i. d. OPf. ,0101000020E6100000ED0DBE3099EA264007CE1951DAA34840,649,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0874,Energiewind Scharrel GmbH & Co. KG,,26683,Saterland,,Niedersachsen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14,,HS/MS,EWE NETZ GmbH,0101000020E61000007B14AE47E1BA1E40A1D634EF388D4A40,815,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0559,Windpark Kremsdorf GmbH ,,23758,Kremdorf,,Schleswig-Holstein,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12.6,,MS,Schleswig-Holstein Netz AG ,0101000020E61000006666666666E62540787AA52C43244B40,518,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0851,KOLBA Grundstücksgesellschaft mbH & Co. KG Windpark Eifel GmbH & Co. KG,,54597,Roth ,,Rheinland-Pfalz,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,35,,HS,Westnetz GmbH,0101000020E6100000C3D32B6519221A409A99999999194940,796,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0265,Windpark Kesfeld-Heckhuscheid GmbH & Co. KG,,54597,Euscheid,,Rheinland-Pfalz,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,32.5,,HS,Westnetz GmbH,0101000020E6100000C3D32B6519221A409A99999999194940,259,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1089,K+S AG,Zielitz,39326,Zielitz,,Sachsen-Anhalt,Zielitz,1996,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,52,Farsleber Str. 1,110,HSN Magdeburg GmbH,0101000020E61000004850FC1873772740CDCCCCCCCC2C4A40,1043,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0950,VERBUND-Innkraftwerke GmbH,Töging,84513,Töging,Werkstr. 18,Bayern,,1924,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,85.3,UW Töging,110,Bayernwerk AG,0101000020E61000007B832F4CA62A29400000000000204840,906,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0691b,Windpark Gehrde GmbH & Co. KG,,49434,Neuenkirchen-Vörden,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,7.2,,HS/MS,EWE NETZ GmbH,0101000020E610000052499D8026222040EEEBC03923424A40,648,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0691a,ENERCON Windpark GmbH & Co. Tornado KG,Windpark Neuenkirchen,49434,Neuenkirchen-Vörden,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,10.8,,20,Westnetz GmbH,0101000020E610000052499D8026222040EEEBC03923424A40,647,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0026,Windpark Fehnland GmbH & Co. KG Renditefonds,,26689,Apen,,Niedersachsen,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,19.8,,HS/MS,EWE NETZ GmbH,0101000020E6100000C9E53FA4DFFE1E40772D211FF49C4A40,28,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0667,Solarparc AG,Rasch,84152,Mengkofen ,,Bayern,,2009,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,Nein,21.7,UW Teisbach,110,Bayernwerk AG,0101000020E610000016FBCBEEC9E32840B1506B9A775C4840,621,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0677,,,26802,Moormerland,,Niedersachsen,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,14.6,,HS/MS,EWE NETZ GmbH,0101000020E6100000A913D044D8B01D40FE43FAEDEBA84A40,631,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0426,Schluchseewerk Aktiengesellschaft,Häusern,79837,Häusern,Schwarzabruck 2,Baden-Württemberg,Häusern,1931,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,100,Tiengen / Gurtweil,110,Amprion / Transnet BW,0101000020E610000052499D802622204012143FC6DCDD4740,398,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1284,Grace GmbH & Co. KG ,Co-Generation,67547,Worms,In der Hollerhecke 1,Rheinland-Pfalz,-,1991,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,11.5,Station Hernsheim 59,20,EWR Netz GmbH,0101000020E610000045D8F0F44AB920408CB96B09F9D04840,1226,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0664,Windpark Mastershausen GmbH & Co. KG,,56869,Mastershausen ,,Rheinland-Pfalz,,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,20.9,,HS,Westnetz GmbH,0101000020E61000006666666666661D40545227A089084940,618,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1131,Metsä Tissue GmbH Werk Düren,"MT, Düren",52349,Düren,Veldener Strasse 121 - 131,Nordrhein-Westfalen,,2011,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,13.96,Keine Ausspeisung,10,Leitungspartner GmbH ,0101000020E6100000984C158C4AEA1940E6AE25E483664940,1080,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0649,EnBW Energie Baden-Württemberg AG,Dampfkraftwerk Marbach am Neckar,71672,Marbach,Thomas-Alva-Edison-Ring 6,Baden-Württemberg,MAR III DT,1975,Reservekraftwerk,Mineralölprodukte,,,Mineralölprodukte,Nein,Nein,262,Marbach,220,Transnet BW GmbH,0101000020E610000063EE5A423EA822405C8FC2F5287C4840,602,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0648,EnBW Energie Baden-Württemberg AG,Dampfkraftwerk Marbach am Neckar,71672,Marbach,Thomas-Alva-Edison-Ring 6,Baden-Württemberg,Marbach III GT (solo),1975,Reservekraftwerk,Mineralölprodukte,,,Mineralölprodukte,Nein,Nein,85,Marbach,110,Netze BW GmbH,0101000020E610000063EE5A423EA822405C8FC2F5287C4840,601,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0647,EnBW Energie Baden-Württemberg AG,Dampfkraftwerk Marbach am Neckar,71672,Marbach,Thomas-Alva-Edison-Ring 6,Baden-Württemberg,Marbach II GT,1971,Reservekraftwerk,Mineralölprodukte,,,Mineralölprodukte,Nein,Nein,77.4,Marbach,110,Netze BW GmbH,0101000020E610000063EE5A423EA822405C8FC2F5287C4840,600,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0144,swb Erzeugung GmbH & Co. KG,KW Hastedt,28207,Bremen,Hastedter Osterdeich 255,Bremen,Block 15,1989,in Betrieb,Steinkohle,,,Steinkohle,Nein,Ja,119,DE0072032820700000000000000232557,110,Wesernetz Bremen GmbH,0101000020E610000093A9825149BD21401B9E5E29CB884A40,133,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0140,swb Erzeugung GmbH & Co. KG,KW Hastedt,28207,Bremen,Hastedter Osterdeich 255,Bremen,Block 14,1972,vorläufig stillgelegt,Erdgas,,,Erdgas,Nein,Ja,155,DE0072032820700000000000000232556,110,Wesernetz Bremen GmbH,0101000020E610000093A9825149BD21401B9E5E29CB884A40,130,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0274,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,24939,Flensburg,,Schleswig-Holstein,Block 7,1978,in Betrieb,Steinkohle,,,Steinkohle,Nein,ja,23,SW Flensburg GmbH,60,Stadtwerke Flensburg GmbH ,0101000020E61000002C6519E258D72240CA32C4B12E664B40,270,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0272,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,24939,Flensburg,,Schleswig-Holstein,Block 9,1985,in Betrieb,Mehrere Energieträger,Steinkohle,EBS / Biomasse,Steinkohle,Nein,ja,33,SW Flensburg GmbH,60,Stadtwerke Flensburg GmbH ,0101000020E61000002C6519E258D72240CA32C4B12E664B40,268,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0271,Stadtwerke Flensburg GmbH,Heizkraftwerk FL,24939,Flensburg,,Schleswig-Holstein,Block 10,1988,in Betrieb,Mehrere Energieträger,Steinkohle,EBS / Biomasse,Steinkohle,Nein,ja,29,SW Flensburg GmbH,60,Stadtwerke Flensburg GmbH ,0101000020E61000002C6519E258D72240CA32C4B12E664B40,267,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0815,,,17291,Prenzlau,,Brandenburg,,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.5,,MS,E.DIS AG,0101000020E6100000A779C7293AB22B40F46C567DAEA64A40,763,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0091b,Theolia Naturenergien GmbH,Windpark Falkenwalde,17291,Uckerfelde-Kleinow,,Brandenburg,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,12,UW Bertikow,220,50Hertz Transmission GmbH,0101000020E6100000A779C7293AB22B40F46C567DAEA64A40,86,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0091a,ENERTRAG Aktiengesellschaft,UW Bertikow,17291,Weselitz,"Flur 1, Flurst. 130/1",Brandenburg,UW Bertikow,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,328,UW Bertikow,220,50Hertz Transmission GmbH,0101000020E6100000A779C7293AB22B40F46C567DAEA64A40,85,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0057,ENERTRAG Aktiengesellschaft,UW Basedow,17291,Basedow,"Gemarkung Klinkow, Flur 1, Flurstück 109",Brandenburg,UW Basedow,2009,in Betrieb,Windenergie (Onshore-Anlage),,Solar,Windenergie (Onshore-Anlage),Ja,,21.9,UW Basedow,110,E.DIS AG,0101000020E6100000A779C7293AB22B40F46C567DAEA64A40,56,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0090,ENERTRAG Aktiengesellschaft,ENERTRAG Netz GmbH (UW Bertikow),17291,Bertikow,,Brandenburg,,2003,in Betrieb,Biomasse,,,Biomasse,Ja,Nein,20,UW Bertikow,220,50Hertz Transmission GmbH,0101000020E6100000A779C7293AB22B40F46C567DAEA64A40,84,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1511b,Papierfabrik Schoellershammer Heinrich August Schoeller Söhne GmbH & Co. KG,Kessel 2,52355,Düren,Kreuzauer Str. 18,Nordrhein-Westfalen,,1967,in Betrieb,Erdgas,L-Gas,,Erdgas,Nein,Ja,2.9,DE0001495235500000000000001001639,20,Leitungspartner GmbH ,0101000020E61000005BD3BCE314DD19403E7958A835654940,1484,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
